TS,TJ
241235478,241135075
238989953,238784670
228741849,228588808
229931318,229839310
240692254,240533316
246029628,245851382
240080695,239742020
243190209,242814305
220065375,219833995
217345623,217218246
254120482,253872438
225981464,225785594
252242629,252113554
248590529,248458906
255047037,254958580
247699057,247570004
245569983,245251081
238218144,238050994
207389658,207166612
203736301,203477881
218506552,218416970
233356910,233268499
221267010,221056648
231218728,231045347
225150638,225006897
245329194,245186423
252193564,252045247
254406869,254144990
192619457,192375364
205144900,204896259
231912011,231683905
199423600,199279673
225112280,224964211
205088242,205003514
218512251,218421425
219790740,219646225
244848761,244687330
210940038,210812662
195762628,195523263
223245202,222970404
218712647,218589911
231003558,230903527
222139796,221873001
229040144,228890568
230020034,229907259
235414618,235282604
229897779,229765508
234115390,233721100
198761217,198526778
209401341,209131466
230284924,230070341
224933670,224839208
225200931,225072351
238780008,238567306
239415610,239275794
238345319,238219488
243961977,243842907
239311414,239081489
214767214,214443464
209960113,209696634
228367495,228170048
237219393,237118158
222383078,222213189
235663801,235524494
227737633,227653533
233092233,232956486
237277560,237152032
243331952,242961595
213700866,213399159
215156194,214929574
218730060,218535199
226333049,226236848
234441053,234303405
236402429,236200317
239009319,238910980
231631704,231502195
236366387,236196317
243706445,243466624
187784080,187418750
215159867,214980177
208951322,208779410
220804091,220716543
219491727,219396926
227654925,227567415
220778037,220613702
231212242,231082612
232726780,232590324
222936697,222855695
204694217,204380656
228329410,228194018
224965146,224790771
237875561,237728114
238995537,238907937
238944334,238685588
240468513,240353357
242225287,242092207
247212199,247071567
244118557,243934291
217470434,217313888
213409425,213265142
225046314,224837378
225896912,225700427
244923969,244766108
256457536,256231849
255572341,255227072
256236739,256008807
256532290,256236702
266995379,265700938
209198540,209048570
225901030,225725049
216156139,216016143
224619878,224534349
216452196,216369888
233296717,233125434
218132143,218048300
227291935,227138596
233512053,233263027
223732625,223514184
211841409,211618268
223074951,222955561
226081602,225919148
226957225,226852079
234578310,234447696
230482351,230306020
238609658,238453044
244941159,244703016
249761988,249581591
250427915,250288307
218540806,218246721
220011884,219929229
226133171,226015846
223753415,223605212
229995126,229901985
248067023,247971286
244453592,244271935
247489294,247315677
247234348,247156873
247738475,247594155
206612191,206359673
212665366,212571137
218193093,218101708
220757754,220629123
237432090,237267572
236470618,236270640
